,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Chengzhong,70,CN,1586216116,82,30.95,113.55,55.4,2.24
375,Arraial do Cabo,11,BR,1586215926,78,-22.97,-42.03,77.0,11.41
376,Barranca,24,PE,1586216179,73,-10.75,-77.77,74.46,7.78
377,Leh,84,IN,1586216046,30,34.17,77.58,15.58,4.16
378,Lorengau,97,PG,1586216058,76,-2.02,147.27,83.03,5.91
379,Philadelphia,20,US,1586216058,18,39.95,-75.16,64.4,12.75
380,Rosita,15,NI,1586216180,66,13.93,-84.4,79.66,2.62
381,Sinnamary,38,GF,1586216180,83,5.38,-52.95,79.83,14.76
382,Bukoba,40,TZ,1586216181,94,-1.33,31.81,68.0,6.33
383,Ubari,0,LY,1586216181,24,26.59,12.78,64.27,10.85
384,Pevek,94,RU,1586215938,86,69.7,170.31,1.33,16.31
385,Airai,17,TL,1586216063,60,-8.93,125.41,67.93,2.77
386,Scottsbluff,1,US,1586216182,11,41.87,-103.67,75.99,12.75
387,Kamenka,2,RU,1586216049,58,51.32,42.77,26.01,10.18
388,Kahului,40,US,1586215909,54,20.89,-156.47,84.2,11.41
389,Bonnyville,5,CA,1586216105,58,54.27,-110.73,30.2,11.41
390,Santarém,20,BR,1586216183,88,-2.44,-54.71,80.6,3.36
391,Sakakah,81,SA,1586216183,21,29.97,40.21,71.6,4.7
392,Porto-Novo,20,BJ,1586216183,83,6.5,2.6,80.6,3.36
393,Chicama,20,PE,1586216183,67,-7.84,-79.15,76.03,7.45
394,Khorramabad,85,IR,1586216184,40,33.49,48.36,56.98,3.89
395,Cayenne,40,GF,1586215768,83,4.93,-52.33,80.6,8.05
396,Mnogovershinnyy,100,RU,1586216184,95,53.94,139.92,22.08,10.29
397,Tuatapere,46,NZ,1586215934,79,-46.13,167.68,55.99,11.01
398,Merke,36,KZ,1586216185,46,42.87,73.18,51.08,4.5
399,Sakaiminato,75,JP,1586216185,75,35.55,133.23,46.4,5.82
400,Outjo,27,NA,1586216001,72,-20.12,16.15,62.6,1.12
401,Tinskoy,0,RU,1586216185,81,56.15,96.92,33.49,3.78
402,Nhamundá,100,BR,1586216186,90,-2.19,-56.71,79.25,1.92
403,Sokoni,20,TZ,1586216186,88,-6.43,39.55,80.6,7.29
404,Luganville,100,VU,1586216186,81,-15.53,167.17,82.24,18.95
405,Gashua,78,NG,1586216186,16,12.87,11.05,83.77,3.49
406,Half Moon Bay,40,US,1586215970,87,37.46,-122.43,52.0,6.17
407,Sulangan,15,PH,1586216186,71,11.14,123.72,80.8,2.48
408,Kigoma,40,TZ,1586216187,94,-4.88,29.63,71.6,2.48
409,Kualakapuas,75,ID,1586216187,87,-3.01,114.39,77.97,1.83
410,Varhaug,75,NO,1586216188,93,58.61,5.65,46.0,5.82
411,Massarosa,0,IT,1586216188,66,43.87,10.34,53.01,2.24
412,San Vicente,63,AR,1586216188,84,-26.62,-54.13,62.11,4.99
413,Prainha,99,BR,1586216188,86,-1.8,-53.48,78.89,3.96
414,Nara,77,JP,1586215925,38,34.69,135.8,50.0,1.12
415,Posadas,20,AR,1586216189,73,-27.37,-55.9,73.4,6.93
416,Enshi,71,CN,1586216189,58,30.3,109.48,58.15,0.22
417,City of San Pedro,20,PH,1586216189,74,14.35,121.02,84.0,2.24
418,Ponta Delgada,75,PT,1586216189,100,37.73,-25.67,62.6,9.17
419,Río Gallegos,75,AR,1586216189,33,-51.62,-69.22,57.2,13.87
420,Honningsvåg,40,NO,1586216190,79,70.98,25.97,28.4,20.8
421,Nioro,0,GM,1586216190,24,13.35,-15.75,81.52,8.66
422,Namatanai,71,PG,1586216190,70,-3.67,152.43,83.7,7.63
423,Oktyabr'skiy,0,RU,1586216190,88,54.48,53.47,29.59,12.12
424,De-Kastri,99,RU,1586216190,94,51.47,140.78,32.22,16.6
425,Qaqortoq,5,GL,1586216191,49,60.72,-46.03,24.8,2.24
426,Bud,90,US,1586216191,59,39.45,-86.18,70.0,3.36
427,Augusto Corrêa,100,BR,1586216191,93,-1.02,-46.63,78.76,5.1
428,Tamale,83,GH,1586216192,47,9.4,-0.84,89.22,14.29
429,Poso,100,ID,1586216192,71,-1.4,120.75,79.56,2.15
430,Sri Aman,100,MY,1586216192,100,1.24,111.46,75.2,1.61
431,Caravelas,17,BR,1586215985,77,-17.71,-39.25,77.27,8.23
432,Letterkenny,49,IE,1586216192,88,54.95,-7.73,38.37,4.9
433,Coyhaique,75,CL,1586215966,66,-45.58,-72.07,48.2,5.79
434,Kawalu,37,ID,1586216193,77,-7.38,108.21,75.27,1.66
435,Roebourne,66,AU,1586216193,61,-20.78,117.13,80.1,5.73
436,Taltal,9,CL,1586216017,72,-25.4,-70.48,66.45,3.58
437,Sharan,0,RU,1586216194,89,54.82,54.0,29.68,11.39
438,Barra do Garças,48,BR,1586216008,67,-15.89,-52.26,79.2,1.41
439,San Jose,75,US,1586216194,71,37.34,-121.89,53.6,4.7
440,Caconda,1,AO,1586216195,60,-13.73,15.07,59.27,1.32
441,Deputatsky,60,RU,1586215983,90,69.3,139.9,14.49,12.86
442,Kiryat Gat,40,IL,1586216195,82,31.61,34.76,62.01,3.36
443,Atbasar,100,KZ,1586216195,74,51.8,68.33,41.83,14.85
444,Dokri,53,PK,1586216196,27,27.37,68.1,78.15,7.56
445,Ugoofaaru,13,MV,1586216196,59,5.67,73.0,84.58,1.86
446,Susanville,1,US,1586215983,49,40.42,-120.65,48.2,5.82
447,Tautira,17,PF,1586216197,66,-17.73,-149.15,87.8,6.93
448,Ringebu,99,NO,1586216197,82,61.52,10.17,37.0,1.99
449,Hornepayne,57,CA,1586216197,77,49.21,-84.77,34.79,3.51
450,Eureka,1,US,1586215994,66,40.8,-124.16,55.99,18.34
451,Broome,1,US,1586215954,29,42.25,-75.83,55.0,6.93
452,Rāwah,87,IQ,1586216198,43,34.48,41.91,66.36,11.48
453,Idenao,20,CM,1586216198,100,4.25,9.0,78.8,3.36
454,San Juan,39,AR,1586215997,26,-31.54,-68.54,65.62,7.25
455,Lázaro Cárdenas,0,MX,1586216003,65,17.96,-102.2,80.67,8.19
456,Mayo,1,US,1586216199,54,38.89,-76.51,66.99,3.36
457,Guarujá,42,BR,1586216061,54,-23.99,-46.26,78.8,2.24
458,Diamantino,77,BR,1586216199,79,-14.41,-56.45,78.3,2.66
459,Mitú,100,CO,1586216100,91,1.2,-70.17,75.07,2.82
460,Sobolevo,1,RU,1586216200,82,54.43,31.9,36.93,1.52
461,La Santisima Trinidad,40,BO,1586216023,70,-14.83,-64.9,89.6,2.26
462,Bull Savanna,17,JM,1586216200,78,17.89,-77.59,76.17,3.04
463,Okha,99,RU,1586216037,95,53.57,142.95,30.47,19.55
464,Panguna,74,PG,1586216200,55,-6.32,155.48,79.65,2.95
465,Zyryanka,26,RU,1586216201,90,65.75,150.85,20.32,9.17
466,Andenes,100,NO,1586216096,74,69.31,16.12,37.4,18.34
467,Sola,100,VU,1586216201,79,-13.88,167.55,83.52,23.62
468,Manicoré,98,BR,1586216097,95,-5.81,-61.3,76.69,1.12
469,Bystryy Istok,86,RU,1586216202,87,52.37,84.39,41.16,4.97
470,Kenai,1,US,1586215676,39,60.55,-151.26,28.99,16.11
471,Mount Isa,100,AU,1586216202,27,-20.73,139.5,75.2,10.29
472,Port Blair,87,IN,1586215690,75,11.67,92.75,81.36,5.48
473,Kuřim,0,CZ,1586216202,39,49.3,16.53,48.0,8.05
474,Oroville,90,US,1586215964,44,39.51,-121.56,64.0,6.93
475,Collie,0,AU,1586216203,38,-33.37,116.15,66.0,11.32
476,Vestmannaeyjar,100,IS,1586216203,77,63.44,-20.27,35.89,33.76
477,Mandalgovi,67,MN,1586216203,40,45.76,106.27,32.92,22.1
478,Kholm,84,RU,1586216203,85,59.27,32.85,32.95,6.46
479,Alofi,99,NU,1586215941,75,-19.06,-169.92,81.27,8.05
480,Petauke,45,ZM,1586216204,62,-14.24,31.33,64.49,1.21
481,Sistranda,75,NO,1586216080,87,63.73,8.83,46.99,4.7
482,Vila Velha,75,BR,1586215825,78,-20.33,-40.29,78.8,9.17
483,Nyakabindi,67,TZ,1586216204,63,-2.63,33.98,63.21,2.55
484,Tomatlán,40,MX,1586216205,51,19.93,-105.25,80.42,7.52
485,Örnsköldsvik,83,SE,1586216205,74,63.29,18.72,35.6,4.7
486,Lokosovo,97,RU,1586216205,93,61.13,74.82,34.38,11.36
487,Berdigestyakh,91,RU,1586216205,91,62.1,126.7,32.04,3.2
488,Ajdabiya,1,LY,1586216205,75,30.76,20.23,57.97,8.08
489,Jiuquan,38,CN,1586216206,23,39.74,98.52,47.61,4.14
490,Bilma,0,NE,1586216019,12,18.69,12.92,84.06,10.4
491,Petropavl,96,KZ,1586216206,85,54.88,69.16,42.33,13.98
492,Baruun-Urt,0,MN,1586216206,43,46.68,113.28,32.31,2.86
493,Majene,96,ID,1586216206,73,-3.54,118.97,82.2,3.76
494,Muhafazat Lahij,0,YE,1586216207,46,13.17,44.58,76.66,4.9
495,Sambava,3,MG,1586216207,86,-14.27,50.17,74.82,6.38
496,Skibbereen,20,IE,1586216207,86,51.55,-9.27,41.0,4.7
497,Berlevåg,40,NO,1586216079,79,70.86,29.09,28.4,20.8
498,Jos,71,NG,1586216208,78,9.92,8.9,73.4,5.82
499,Moree,70,AU,1586216139,64,-29.47,149.85,68.0,11.41
500,Salinópolis,100,BR,1586216208,86,-0.61,-47.36,81.82,12.86
501,Kalmunai,55,LK,1586215925,77,7.42,81.82,79.36,1.68
502,Hearst,75,CA,1586216209,90,49.68,-83.67,31.33,3.24
503,Gander,90,CA,1586216209,96,48.97,-54.59,32.0,16.11
504,Rantepao,99,ID,1586216209,64,-2.97,119.9,73.63,1.32
505,Moroni,13,KM,1586216209,67,-11.7,43.26,82.85,5.28
506,Bijāwar,0,IN,1586216210,19,24.63,79.5,76.51,4.59
507,Merrill,90,US,1586216210,37,45.18,-89.68,55.4,8.05
508,Southbridge,1,US,1586216079,22,42.08,-72.03,59.0,12.75
509,Bethanien,58,NA,1586216210,56,-26.5,17.16,54.09,5.39
510,Taoudenni,0,ML,1586215956,14,22.68,-3.98,82.0,16.42
511,Sarmanovo,25,RU,1586216210,86,55.26,52.59,26.6,15.66
512,Port-Cartier,75,CA,1586216211,52,50.03,-66.87,41.0,12.75
513,Harrison,1,US,1586216211,69,30.41,-89.04,75.2,8.05
514,Labuhan,100,ID,1586216212,83,-6.88,112.21,79.57,4.27
515,Yokadouma,93,CM,1586216212,83,3.52,15.05,68.23,1.99
516,Pochutla,5,MX,1586215956,49,15.74,-96.47,89.6,11.41
517,Seredka,21,RU,1586216212,92,58.16,28.19,30.2,2.24
518,Bojnourd,90,IR,1586216213,81,37.47,57.33,48.2,6.93
519,Yaan,54,NG,1586216213,70,7.38,8.57,82.31,11.25
520,Nanchang,7,CN,1586216148,67,28.68,115.88,59.52,0.6
521,Port Hedland,90,AU,1586216214,94,-20.32,118.57,75.2,5.82
522,São Joaquim,100,BR,1586216214,71,-28.29,-49.93,55.71,3.56
523,Mahanje,70,TZ,1586216214,71,-9.93,35.33,64.08,1.61
524,Havøysund,96,NO,1586216214,86,71.0,24.66,33.8,19.46
525,Xai-Xai,0,MZ,1586216215,53,-25.05,33.64,73.96,10.6
526,Guarapari,75,BR,1586215989,78,-20.67,-40.5,78.8,9.17
527,Muravlenko,100,RU,1586216216,95,63.79,74.52,32.09,13.87
528,Pavlovsk,71,RU,1586216216,76,50.46,40.11,33.76,6.22
529,Nizwá,0,OM,1586216216,17,22.93,57.53,77.18,3.87
530,Ýpsonas,99,CY,1586216216,82,34.69,32.96,57.2,4.7
531,Burnie,9,AU,1586215923,61,-41.07,145.92,55.0,10.0
532,Erzin,40,TR,1586216217,100,36.96,36.2,61.0,13.87
533,Arrecife,20,ES,1586216217,77,28.96,-13.55,68.0,9.17
534,Pinotepa Nacional,0,MX,1586216217,44,16.32,-98.02,85.82,6.22
535,Christiana,46,ZA,1586216217,28,-27.91,25.16,57.6,8.28
536,San Quintín,1,MX,1586216093,59,30.48,-115.95,62.53,10.42
537,Sawtell,90,AU,1586216218,88,-30.38,153.1,66.2,11.41
538,Kurunegala,41,LK,1586216218,88,7.49,80.36,74.79,2.28
539,Abhā,29,SA,1586216218,72,18.22,42.51,64.4,2.98
540,Knysna,63,ZA,1586216218,66,-34.04,23.05,51.8,13.87
541,Ambulu,99,ID,1586216219,76,-8.35,113.61,79.97,2.66
542,Fereydūnkenār,90,IR,1586216219,100,36.69,52.52,53.6,4.7
543,Tema,40,GH,1586216219,78,5.67,-0.02,80.6,8.05
544,Ambilobe,9,MG,1586216219,88,-13.2,49.05,72.97,2.77
545,Dzaoudzi,20,YT,1586216219,83,-12.79,45.27,80.6,4.7
546,Beruwala,54,LK,1586216220,85,6.48,79.98,78.49,3.22
547,Port Macquarie,90,AU,1586216001,93,-31.43,152.92,68.0,4.7
548,Ust-Kuyga,31,RU,1586216220,92,70.02,135.6,16.75,7.76
549,Rameshki,0,RU,1586216220,91,57.34,36.05,27.88,3.31
550,Copiapó,20,CL,1586215977,82,-27.37,-70.33,62.6,10.29
551,Opunake,66,NZ,1586216220,80,-39.46,173.86,64.0,8.01
552,Linxia Chengguanzhen,100,CN,1586216221,45,35.6,103.21,37.85,4.76
553,Pringsewu,100,ID,1586216221,86,-5.36,104.97,75.7,1.88
554,Areosa,90,PT,1586216221,93,41.72,-8.86,60.01,9.17
555,Shunyi,53,CN,1586216221,32,40.12,116.65,59.0,2.24
556,Mezen',92,RU,1586216222,97,65.85,44.24,18.34,5.46
557,Zastron,47,ZA,1586216222,30,-30.3,27.08,48.78,5.1
558,Touros,20,BR,1586215918,83,-5.2,-35.46,82.4,8.05
559,San Juan Bautista,28,PE,1586216222,30,-14.01,-75.74,73.99,14.99
560,Brodnica,0,PL,1586216222,71,53.26,19.4,51.01,1.01
561,Kortkeros,53,RU,1586216223,53,61.81,51.58,26.6,8.95
562,Maţāy,19,EG,1586216094,55,28.42,30.78,63.45,17.13
563,Jūrmala,17,LV,1586216223,52,56.97,23.77,42.8,5.82
564,Narsaq,9,GL,1586215900,49,60.92,-46.05,24.8,2.24
565,Nouadhibou,0,MR,1586216019,68,20.93,-17.03,71.6,20.8
566,Itacarambi,94,BR,1586216224,77,-15.1,-44.09,74.77,1.59
567,Taseyevo,0,RU,1586216224,90,57.22,94.9,31.73,2.01
568,Asău,0,RO,1586216090,51,46.43,26.4,37.4,4.7
569,Antofagasta,34,CL,1586216224,77,-23.65,-70.4,66.2,9.17
570,Petra,25,JO,1586216225,38,30.32,35.48,54.77,2.68
571,Urengoy,100,RU,1586216225,96,65.97,78.37,31.41,5.46
572,Armeniş,0,RO,1586216225,59,45.2,22.32,38.16,6.67
573,Vila Franca do Campo,75,PT,1586215992,100,37.72,-25.43,62.6,9.17
574,Shubarshi,77,KZ,1586216225,83,48.59,57.19,32.47,17.43
575,Novyye Gorki,0,RU,1586216226,87,56.73,41.06,27.54,5.39
576,Roald,100,NO,1586216094,87,62.58,6.13,46.4,13.87
577,Znamenskoye,48,RU,1586216226,86,57.13,73.83,35.85,9.57
578,Prado,7,BR,1586215984,78,-17.34,-39.22,76.87,7.23
579,York,20,US,1586215975,29,40.13,-77.0,64.4,3.36
580,Omsukchan,34,RU,1586216227,86,62.53,155.8,18.27,3.94
581,Meadow Lake,1,US,1586216227,8,34.8,-106.54,75.0,13.87
582,Gazojak,79,TM,1586216227,63,41.19,61.4,53.76,21.61
583,Calmar,75,CA,1586216127,63,53.27,-113.82,34.0,11.41
584,Moindou,20,NC,1586215974,61,-21.69,165.68,82.4,16.11
585,La Palma,90,US,1586216203,63,33.85,-118.05,64.4,5.82
586,Develi,75,TR,1586216228,80,38.39,35.49,41.0,9.17
587,Pran Buri,20,TH,1586216229,69,12.38,99.91,82.4,4.7
588,Birjand,55,IR,1586216229,65,32.87,59.22,41.0,4.7
589,Novochernorechenskiy,80,RU,1586216229,86,56.27,91.08,35.85,5.79
590,Stokmarknes,100,NO,1586216229,69,68.56,14.91,41.0,18.28
